MaterialID,MTitle,MShared,MaterialType,MDCGSID_ENname
115060,Foodborne Illnesses,Share,Adult,"Health, Fitness and Medicine/**/Health & Medicine/**/Food and Cooking"
115068,Special Session- Grammar (relative clauses with -who/that/which),Share,Adult,"Fun/Interesting stuff/**/Training, Education and School/**/Everyday Language"
115072,What's On Your Mind?,Adult and Non-share,Adult,Fun/Interesting stuff/**/Everyday Language
115100,Special Session: A Buffet Supper,Share,Adult,Everyday Language/**/Food and Cooking
115105,The Intellectual Property Office,Adult and Non-share,Adult,"Politics, Government, and Law/**/Business, Industry and Finance/**/TOEIC"
115210,Lucent Technologies,Adult and Non-share,Adult,"Business, Industry and Finance"
115433,Babies Make Fathers Lazy,Adult and Non-share,Adult,"People and Relationships/**/Housing, Home, and Community/**/Housing, Home and Community"
115541,Special Session - All About Numbers - Part1,Share,Adult,"Fun/Interesting stuff/**/Training, Education and School/**/Everyday Language"
115542,Special Session - All About Numbers - Part 2,Share,Adult,Fun/Interesting stuff/**/Everyday Language
115642,Sustainable Food Consumption,Adult and Non-share,Adult,"Politics, Government, and Law/**/Food and Cooking"
115644,Special Session- How to Say It- Work Talk,Share,Adult,"Management/**/Careers and Jobs/**/Business, Industry and Finance"
115653,Special Session- How to Say It- On a Date,Share,Adult,"History & Culture/**/People and Relationships/**/Culture, History, and Religion/**/Everyday Language"
115659,Countable and Uncountable Nouns,Adult and Non-share,Adult,Everyday Language
115718,Special Session: Common Grammar Mistakes - Pin the Tail on the Donkey,Share,Adult,Fun/Interesting stuff/**/Everyday Language
115719,Top Restaurant Franchises,Adult and Non-share,Adult,"Management/**/Business, Industry and Finance/**/Food and Cooking"
115793,How to Write a Professional Report,Adult and Non-share,Adult,"Business, Industry and Finance"
115865,"Special Session - Improve your Pronunciation -ch,zh,sh sound",Share,Adult,Fun/Interesting stuff/**/Everyday Language
115871,Special Session – Sounding Smart in English: The designs were too Avant-garde for my taste,Share,Adult,Fun/Interesting stuff/**/Everyday Language
115876,Special Session – Sounding Smart in English: I'm Expendable to the company,Share,Adult,Fun/Interesting stuff/**/Everyday Language
116097,Special Session: Movers Listening—matching,Share,Adult,"Training, Education and School/**/Certificate/**/School/**/Everyday Language"
116116,Words that Begin with D,Share,Adult,Fashion/**/Shopping and Style/**/Everyday Language/**/Food and Cooking
116118,Words that Begin With E,Share,Adult,Everyday Language/**/Food and Cooking
116121,Words that Begin with F ,Adult and Non-share,Adult,Everyday Language
116212,Words that Begin with L,Adult and Non-share,Adult,Everyday Language
116290,Special Session - English for business; agreeing and disagreeing,Share,Adult,"Fun/Interesting stuff/**/Business, Industry and Finance/**/Everyday Language"
116305,Special Session. Common Mistakes in Spoken English - Natural Pronunciation,Share,Adult,Fun/Interesting stuff/**/Everyday Language
116325,Becoming Mentally Strong,Adult and Non-share,Adult,People and Relationships
116379,Making Appointments,Adult and Non-share,Adult,Everyday Language
116390,Running with the Bulls,Share,Adult,"Culture, History, and Religion/**/History & Culture"
116478,Beware Black Friday,Adult and Non-share,Adult,"Culture, History, and Religion/**/Shopping and Style/**/History & Culture/**/Fashion/**/Everyday Language"
116695,Discussion Time: Annoying Things and Planning Trips,Adult and Non-share,Adult,Everyday Language
116697,Special Sessions - World Cuisine - Canada,Share,Adult,"Geography and Weather/**/Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Food and Cooking"
116768,Special Session: Business English: Office Workers ,Share,Adult,"Careers and Jobs/**/Business, Industry and Finance/**/Everyday Language"
116770,Special Session: Everyday English: Dealing with Burnout,Share,Adult,"Careers and Jobs/**/Business, Industry and Finance/**/Everyday Language"
116849,special session - talking about food - burgers,Share,Adult,Food and Cooking
116865,Surprising Facts About Toronto ,Adult and Non-share,Adult,"Geography and Weather/**/Countries, Cities, and Towns/**/Countries, Cities and Towns"
116885,Stand-up Comedy,Adult and Non-share,Adult,Careers and Jobs/**/Art & Entertainment/**/Arts and Entertainment
116894,Food: Sushi,Adult and Non-share,Adult,"Health, Fitness and Medicine/**/Health & Medicine/**/Plants and Animal/**/Food and Cooking"
116906,Food: Butter ,Adult and Non-share,Adult,Food and Cooking
116910,Business English: Raw Materials,Share,Adult,Everyday Language
116937,Special Session: How to Say it: Even More Collocations,Share,Adult,Everyday Language
116958,Triathlon,Adult and Non-share,Adult,Sport/**/Sports and Recreation
117317,Special Session: Business English: On the Clock,Share,Adult,"Training, Education and School/**/Careers and Jobs/**/Business, Industry and Finance"
117338,Special Session: Improve Your English - Castles,Share,Adult,"History & Culture/**/Culture, History, and Religion/**/Everyday Language"
117354,Special Session: Improve Your English - Tram Trip,Share,Adult,Travel and Transportation
117405,Special Session: Confusing English Words - Collect,Share,Adult,Fun/Interesting stuff
117751,Marketing: Mergers and Acquisitions ,Adult and Non-share,Adult,"Careers and Jobs/**/Business, Industry and Finance"
117752,Starting an Export Business,Adult and Non-share,Adult,"Careers and Jobs/**/Business, Industry and Finance"
117865,Special Session: Confusing English Words: duck,Share,Adult,"Training, Education and School"
118005,special session - how to improve english - airplane level  4-6,Share,Adult,Travel and Transportation
118163,Dealing with Culture Shock ,Adult and Non-share,Adult,"History & Culture/**/People and Relationships/**/Travel and Transportation/**/Culture, History, and Religion"
118246,Special Session - How to improve your English - zoo  4-6,Share,Adult,Everyday Language
118267,Traveling in Dubai,Share,Adult,"Countries, Cities, and Towns/**/Travel and Transportation/**/Countries, Cities and Towns"
118275,Special Session - How to improve your English - Baking a cake 4-6,Share,Adult,Everyday Language/**/Food and Cooking
118307,Special Session: Everyday Speech: Baseball,Share,Adult,Fun/Interesting stuff/**/Sport/**/Everyday Language/**/Sports and Recreation
118345,Taking up Running,Adult and Non-share,Adult,"Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Everyday Language/**/Sports and Recreation"
118368,Special Session: What to Say: Home Decor,Share,Adult,"Housing, Home and Community/**/Housing, Home, and Community/**/Everyday Language"
118391,Special Session Confusing English Words: spoke,Share,Adult,Everyday Language
118434,Travel Tips: Get Lost,Share,Adult,Travel and Transportation/**/Everyday Language
118578,Lifestyles: Germany,Adult and Non-share,Adult,"Culture, History, and Religion/**/History & Culture/**/Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Everyday Language"
118738,English Conversations: Business Dinners ,Adult and Non-share,Adult,"Business, Industry and Finance/**/Food and Cooking"
118925,Vocabulary: Holidays,Share,Adult,Fun/Interesting stuff/**/Travel and Transportation/**/Art & Entertainment/**/Arts and Entertainment
119088,Special Session: Business English: Sales Objections,Share,Adult,"Careers and Jobs/**/Business, Industry and Finance"
119121,It is a piece of cake,Adult and Non-share,Adult,Everyday Language
119176,Special Session: Business News: Attribute,Share,Adult,"Business, Industry and Finance"
119235,Archery,Adult and Non-share,Adult,Sport/**/Sports and Recreation
119237,Special Session: Business News: Diversity,Share,Adult,"Business, Industry and Finance"
119253,CleanAir CABS,Adult and Non-share,Adult,Travel and Transportation/**/Everyday Language
119271,Grammar: Be / Get Used to Something,Share,Adult,Fun/Interesting stuff/**/Everyday Language
119320,Food Streets in China,Share,Adult,"Culture, History, and Religion/**/History & Culture/**/Food and Cooking"
119366,Wonders of the World: Victoria Falls,Adult and Non-share,Adult,Geography and Weather/**/Travel and Transportation
119444,Advertising Strategy,Adult and Non-share,Adult,"Management/**/Careers and Jobs/**/Business, Industry and Finance"
119514,National Exposure,Adult and Non-share,Adult,"Business, Industry and Finance/**/Everyday Language"
119523,Culture - Time to Sleep,Share,Adult,Everyday Language
119570,Culture: Interesting Traditions,Share,Adult,"Culture, History, and Religion/**/History & Culture/**/Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Everyday Language"
119629,What do you see in this picture?,Adult and Non-share,Adult,Everyday Language
119747,TOEIC Test: Speaking #10,Adult and Non-share,Adult,Everyday Language
119835,Different movie genres ,Adult and Non-share,Adult,Art & Entertainment/**/Arts and Entertainment/**/Everyday Language
119844,Las Vegas ,Adult and Non-share,Adult,"Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Everyday Language"
120021,Descriptive words to critique art,Share,Adult,Art & Entertainment/**/Arts and Entertainment
120160,Dances ,Adult and Non-share,Adult,Art & Entertainment/**/Arts and Entertainment
120188,Raising Money for Your Small Business,Adult and Non-share,Adult,"Business, Industry and Finance"
120296,The History of Food Trucks,Share,Adult,"History & Culture/**/Culture, History, and Religion/**/Everyday Language/**/Food and Cooking"
120341,Vocabulary: Come and Came,Share,Adult,Everyday Language
120342,Housing - Villas,Adult and Non-share,Adult,"Housing, Home, and Community/**/Housing, Home and Community"
120445,Binomial pairs,Share,Adult,Everyday Language
120532,Why is he channel surfing?,Adult and Non-share,Adult,Everyday Language
120547,Disneyland ,Adult and Non-share,Adult,Fun/Interesting stuff/**/Art & Entertainment/**/Arts and Entertainment/**/Everyday Language
120603,Movie Critics ,Adult and Non-share,Adult,Careers and Jobs/**/Art & Entertainment/**/Arts and Entertainment
120711,Costume Party,Adult and Non-share,Adult,Fun/Interesting stuff/**/Fashion/**/Shopping and Style
120737,Outsourcing Decisions,Adult and Non-share,Adult,"Business, Industry and Finance/**/Everyday Language"
120808,Special Sessions: Confusing English words: free,Share,Adult,Everyday Language
120898,Food: Letter T,Share,Adult,Everyday Language/**/Food and Cooking
120946,Camping,Adult and Non-share,Adult,Sport/**/Sports and Recreation
120956,At the airport,Adult and Non-share,Adult,Travel and Transportation/**/Everyday Language
120982,Puzzles ,Adult and Non-share,Adult,Fun/Interesting stuff/**/Sport/**/Sports and Recreation
120993,Synonyms,Adult and Non-share,Adult,Everyday Language
120994,BEC Vantage Exam Preparation: Reading Part 1,Adult and Non-share,Adult,Certificate
121026,What`s in your bathroom?,Adult and Non-share,Adult,Everyday Language
121031,Different Types Of Engineers ,Share,Adult,People and Relationships/**/Everyday Language
121067,Special Sessions: Confusing English Words: scoot,Share,Adult,Everyday Language
121150,Paramedics ,Adult and Non-share,Adult,"Health, Fitness and Medicine/**/Health & Medicine/**/Careers and Jobs"
121158,Making A Microwave Cake ,Adult and Non-share,Adult,Food and Cooking
121191,Traveling Realities ,Adult and Non-share,Adult,Travel and Transportation
121256,Corn Tortillas,Adult and Non-share,Adult,Food and Cooking
121260,Airport: Announcements ,Adult and Non-share,Adult,Travel and Transportation/**/Everyday Language
121267,Signature Dishes From Around The World,Share,Adult,Food and Cooking
121340,Asking About Hotels,Adult and Non-share,Adult,Travel and Transportation
121355,Idioms and expressions - Call it a day,Adult and Non-share,Adult,"Business, Industry and Finance/**/Everyday Language"
121419,Special Session: Business News: Hybrid,Share,Adult,"Business, Industry and Finance"
121422,The seasons of the year,Share,Adult,Everyday Language
121435,Grammar: Give and Make,Share,Adult,Everyday Language
121473,What do you do?,Adult and Non-share,Adult,Everyday Language
121477,At the hospital,Adult and Non-share,Adult,Everyday Language
121524,Special Sessions: Confusing English Words: Stray,Share,Adult,Everyday Language
121527,Are We Becoming Too Lazy?,Share,Adult,Everyday Language
121550,Transplant surgeries (reading),Adult and Non-share,Adult,"Health, Fitness and Medicine/**/Health & Medicine"
121748,Thomas Edison,Adult and Non-share,Adult,"Culture, History, and Religion/**/Science, Technology, and Computers/**/History & Culture"
121781,Social Studies JRSS The Evolution of Communications 2,Share,Adult,"Training, Education and School/**/Culture, History, and Religion/**/Everyday Language/**/History & Culture"
121793,Special Session: What to Say: Cable TV,Share,Adult,Everyday Language
121802,Germs in health clubs ,Adult and Non-share,Adult,"Health, Fitness and Medicine/**/Health & Medicine"
121844,Pluto,Adult and Non-share,Adult,"Science, Technology, and Computers"
121851,The Spinning Top ,Adult and Non-share,Adult,"Fun/Interesting stuff/**/Culture, History, and Religion/**/History & Culture"
121927,"Phonics:  Words with Dr, Tr, Gr, and Cr",Adult and Non-share,Adult,Everyday Language
121958,I am stretching,Share,Adult,Sport/**/Everyday Language/**/Sports and Recreation
121979,Common verb- letter B,Share,Adult,Everyday Language
121988,Common verbs- letter M,Adult and Non-share,Adult,Everyday Language
122021,Enhancing your creativity,Adult and Non-share,Adult,"Training, Education and School/**/Business, Industry and Finance"
122055,A New Way to Prevent Food Allergies?,Adult and Non-share,Adult,"Health, Fitness and Medicine/**/Health & Medicine/**/Food and Cooking"
122128,Commercial Agreements,Adult and Non-share,Adult,"Politics, Government, and Law"
122204,Occupational burnout - doctors and nurses ,Adult and Non-share,Adult,"Health, Fitness and Medicine/**/Health & Medicine/**/Careers and Jobs"
122220,Harry Houdini ,Adult and Non-share,Adult,Art & Entertainment/**/Arts and Entertainment
122241,Ernest Shackleton,Share,Adult,"Culture, History, and Religion/**/History & Culture"
122257,JR Special Session: Amazing Animals: Gorillas ,Share,Adult,Plants and Animal
122266,Technology And Food,Share,Adult,"Science, Technology, and Computers/**/Food and Cooking"
122269,Business collocations: Card,Adult and Non-share,Adult,Fun/Interesting stuff
122298,Stress and stress relievers ,Adult and Non-share,Adult,People and Relationships
122411,Camping,Adult and Non-share,Adult,Travel and Transportation
122474,Actun Tunichil Muknal,Adult and Non-share,Adult,"Geography and Weather/**/Culture, History, and Religion/**/History & Culture"
122501,Outdoors,Share,Adult,"Countries, Cities, and Towns/**/Countries, Cities and Towns"
122534,Leatherworking,Adult and Non-share,Adult,Careers and Jobs
122550,At the supermarket,Adult and Non-share,Adult,Fashion/**/Shopping and Style
122565,Couples in Business,Adult and Non-share,Adult,"Careers and Jobs/**/Business, Industry and Finance/**/TOEIC"
122664,Amazing Australia  for city folk,Share,Adult,"Countries, Cities, and Towns/**/Countries, Cities and Towns"
123054,Finding A Hobby For You,Adult and Non-share,Adult,Sport/**/Arts and Entertainment/**/Art & Entertainment/**/Everyday Language/**/Sports and Recreation
123225,JR Special Session: Amazing Animals: Chameleons,Share,Adult,Plants and Animal
123234,Special Session: Business English: Advertising Marketing,Share,Adult,"Business, Industry and Finance"
123473,How To Protect Yourself In Haze,Adult and Non-share,Adult,"Health, Fitness and Medicine/**/Health & Medicine/**/Housing, Home, and Community/**/Science, Technology, and Computers/**/Housing, Home and Community"
124731,MD Special Session: Successful Marketing Campaigns ,Adult and Non-share,Adult,"Business, Industry and Finance"
124944,Business Etiquette - Meetings,Adult and Non-share,Adult,"Business, Industry and Finance"
124971,Cross Cultural Engagement - The Challenges	,Adult and Non-share,Adult,"People and Relationships/**/Culture, History, and Religion/**/History & Culture"
124992,JR Special Session: Arts and Crafts: Funky Paper Eyeglasses ,Share,Adult,Everyday Language
125005,JR SS: Arts and Crafts: Paper Roll Buzzy Bee ,Share,Adult,Art & Entertainment/**/Arts and Entertainment
125023,Common adjectives: Letter T,Adult and Non-share,Adult,Everyday Language
125303,Travel Grammar – Whether…or / Just...as…,Share,Adult,Travel and Transportation
125332,Entertainment Places (Letters I-Q),Adult and Non-share,Adult,Sport/**/Sports and Recreation
125343,Past Perfect Continuous ,Adult and Non-share,Adult,"Business, Industry and Finance/**/Art & Entertainment/**/Arts and Entertainment"
125440,Grammar lesson - Choosing what to eat,Share,Adult,Everyday Language/**/Food and Cooking
125451,"Travel Grammar - Other, Another, the Other",Share,Adult,Travel and Transportation
125452,"Business Grammar - Other, Another, the Other  ",Adult and Non-share,Adult,Fashion/**/Shopping and Style/**/Everyday Language
125546,The New York Times - History,Adult and Non-share,Adult,"Culture, History, and Religion/**/History & Culture"
125547,It’s (not) + adjective + to + verb,Adult and Non-share,Adult,Everyday Language
125561,Israel: Israeli Hospitality,Adult and Non-share,Adult,"People and Relationships/**/Countries, Cities, and Towns/**/Countries, Cities and Towns"
125642,Common verbs: letter G,Adult and Non-share,Adult,Everyday Language
125665,Entertainment Grammar – Past Simple vs Past Continuous,Adult and Non-share,Adult,Everyday Language
125666,Everyday English Grammar – Past Simple vs Past Continuous,Adult and Non-share,Adult,Everyday Language
125674,Common adjectives: Letter E,Adult and Non-share,Adult,Everyday Language
125693,What do you like? Who do you like?,Adult and Non-share,Adult,Everyday Language
125713,JR SS: Arts and Crafts: Chameleon Craft,Share,Adult,Art & Entertainment/**/Arts and Entertainment
125776,Travel - Interested in Traveling  ,Share,Adult,Travel and Transportation
125803,Directions,Adult and Non-share,Adult,Travel and Transportation
125804,Directions: Where is the bakery?,Share,Adult,Everyday Language
125834,Let's Talk About - Marathons,Share,Adult,"Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Sports and Recreation"
125856,The future of gaming,Adult and Non-share,Adult,"Science, Technology, and Computers/**/Art & Entertainment/**/Arts and Entertainment"
125873,Talking about Hobbies,Adult and Non-share,Adult,Everyday Language
125985,Checking in for Your Flight,Adult and Non-share,Adult,Everyday Language
126078,What is good for you?,Adult and Non-share,Adult,Everyday Language/**/Food and Cooking
126083,If Only/I Wish ...,Adult and Non-share,Adult,Everyday Language
126098,Everyday English - I'd rather drink red wine,Adult and Non-share,Adult,Everyday Language/**/Food and Cooking
126142,Entertainment Grammar – Topic Sentences at the Theater,Adult and Non-share,Adult,Art & Entertainment/**/Arts and Entertainment/**/Everyday Language
126261,Are these guests?,Adult and Non-share,Adult,Everyday Language
126342,Is this an armchair?,Share,Adult,Everyday Language
126381,Vocabulary: Price,Adult and Non-share,Adult,"Fashion/**/Shopping and Style/**/Business, Industry and Finance/**/Everyday Language"
126403,Entertainment Grammar – Present Perfect Has Been to vs. Has Gone to – the Fair,Share,Adult,Art & Entertainment/**/Arts and Entertainment/**/Everyday Language
126404,Travel Grammar – Present Perfect Has Been to vs. Has Gone to – Lucy’s Travels,Share,Adult,Travel and Transportation/**/Everyday Language
126405,Travel Grammar – Present Perfect Has Been to vs. Has Gone to ,Share,Adult,Travel and Transportation
126423,What a lovely train station!,Share,Adult,Travel and Transportation/**/Everyday Language
126431,Everyday English - It's him whose advice I trust the most (Relative Clause),Share,Adult,People and Relationships/**/Everyday Language
126434,Modern Business English - Using Phrases in Meetings,Adult and Non-share,Adult,"Business, Industry and Finance"
126495,Business - I Often Work Late,Adult and Non-share,Adult,"Sport/**/Travel and Transportation/**/People and Relationships/**/Shopping and Style/**/Food and Cooking/**/Fashion/**/Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Everyday Language/**/Sports and Recreation"
126500,Everyday English - I always wake up early,Share,Adult,Everyday Language
126510,Business - We are extremely busy (Adverbs of Degree),Adult and Non-share,Adult,People and Relationships/**/Sport/**/Everyday Language/**/Sports and Recreation
126528,Entertainment - The boy cutely smiles (Making Adverbs),Share,Adult,Everyday Language
126609,Useful Verb Phrases,Share,Adult,Everyday Language
126652,"Vocabulary: Around the Home (bedroom, bathroom, housework)",Share,Adult,"Housing, Home, and Community/**/Housing, Home and Community"
126724,He is handsome,Share,Adult,Everyday Language
126757,What do you need?,Adult and Non-share,Adult,Everyday Language
126813,Real Estate - Foreclosed Properties,Adult and Non-share,Adult,"Careers and Jobs/**/Business, Industry and Finance"
127249,Computer Science - Modern-Day Calculators,Share,Adult,"Culture, History, and Religion/**/Science, Technology, and Computers/**/History & Culture"
127289,Working in the UK - Life-changing Tips,Share,Adult,"Business, Industry and Finance"
127349,Living Abroad - Things You Should Always Do At The Supermarket,Share,Adult,Travel and Transportation
127633,Express Yourself: Happiness ,Share,Adult,"Business, Industry and Finance"
127805,Minimal Pairs ,Adult and Non-share,Adult,Everyday Language
127999,Taco Fiesta,Share,Adult,"Culture, History, and Religion/**/History & Culture/**/Food and Cooking"
128030,Finance and IT - Working Together,Adult and Non-share,Adult,"Science, Technology, and Computers/**/Business, Industry and Finance"
128032,Big Data Analytics - In Business,Adult and Non-share,Adult,"Science, Technology, and Computers/**/Business, Industry and Finance"
128097,Common Words While Going Shopping,Share,Adult,"Business, Industry and Finance"
128243,Express  Yourself: Pet Dogs ,Share,Adult,Everyday Language
128790,Product Life Cycle-Case Study on Starbucks,Share,Adult,"Business, Industry and Finance"
128913,I can't find my shopping list,Share,Adult,Fashion/**/Shopping and Style
128930,The Great Depression ,Adult and Non-share,Adult,Everyday Language
128958,Let's go swimming ,Adult and Non-share,Adult,Sport/**/Sports and Recreation
128959,Horse riding ,Share,Adult,Sport/**/Sports and Recreation
129052,Different Interior Design Styles ,Adult and Non-share,Adult,"Housing, Home and Community/**/Housing, Home, and Community/**/Art & Entertainment/**/Arts and Entertainment"
129086,A new home,Share,Adult,"Sport/**/Travel and Transportation/**/Shopping and Style/**/Food and Cooking/**/Fashion/**/Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Everyday Language/**/Sports and Recreation"
129127,The History of Interior Design ,Share,Adult,"Housing, Home, and Community/**/Housing, Home and Community"
129152,What is She Wearing?,Adult and Non-share,Adult,Fashion/**/People and Relationships/**/Shopping and Style/**/Everyday Language
129162,FIFA World Cup,Share,Adult,Sport/**/Sports and Recreation
129174,New First-tier Cities - Wuhan ,Share,Adult,"Countries, Cities, and Towns/**/Countries, Cities and Towns"
129177,Exploring Africa,Share,Adult,"Countries, Cities, and Towns/**/Travel and Transportation/**/Countries, Cities and Towns"
129214,Summer Shopping ,Adult and Non-share,Adult,Fashion/**/Shopping and Style
129231,Family Camps,Share,Adult,Sport/**/Everyday Language/**/Sports and Recreation
129232,Play Tennis ,Share,Adult,Sport/**/Sports and Recreation
129240,World's Famous Fashion Shows,Adult and Non-share,Adult,Fashion/**/Shopping and Style
129252,Famous Museums,Share,Adult,Travel and Transportation
129280,Hotel Services,Share,Adult,Travel and Transportation
129284,Downtown Life,Adult and Non-share,Adult,"Countries, Cities, and Towns/**/Countries, Cities and Towns"
129621,Clothes For Different Seasons  ,Adult and Non-share,Adult,Fashion/**/Geography and Weather/**/Shopping and Style/**/People and Relationships
129753,Martial Arts,Adult and Non-share,Adult,Art & Entertainment/**/Arts and Entertainment
129807,Mythical Creatures of the Ancient World,Share,Adult,"Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Art & Entertainment/**/Arts and Entertainment"
130018,Family Education: Cyberbullying ,Adult and Non-share,Adult,Family Education
130096,Family Education: Teaching Kids to Apologize ,Adult and Non-share,Adult,Family Education
130213,AI & Big Data: A Discussion Lesson ,Share,Adult,AI&Big Data/**/AI & Big Data
130266,AI & Big Data: AI in Cancer Care ,Share,Adult,AI&Big Data/**/AI & Big Data
130301,AI and Big Data - Life Without Robots,Share,Adult,AI&Big Data/**/AI & Big Data
130558,E-commerce: Entering the Insurance Market ,Adult and Non-share,Adult,E-commerce
131006,Marketing Strategies for Big Businesses,Adult and Non-share,Adult,"New Marketing/**/Business, Industry and Finance"
131026,Marketing - Advertising and Consumerism,Adult and Non-share,Adult,"New Marketing/**/Business, Industry and Finance"
131176,International Trade: Building Strong Relationships,Adult and Non-share,Adult,"Business, Industry and Finance"
131186,Aviation & Aerospace: Analyzing the Space-Flight Environment ,Adult and Non-share,Adult,Aerospace and Aviation
131394,Aviation and Aerospace: Musk and His Mars Plan,Share,Adult,Aerospace and Aviation
131412,Aviation & Aerospace: How to Become a Flight Attendant ,Adult and Non-share,Adult,Aerospace and Aviation
131474,Beauty & Cosmetics: Sugar & Its Aging Effects,Adult and Non-share,Adult,Beauty and Cosmetics
131475,Beauty and Cosmetics: Daily Life of a Model,Adult and Non-share,Adult,Beauty and Cosmetics
131530,Beauty and Cosmetics: How to Hide Your Unwashed Hair,Adult and Non-share,Adult,Beauty and Cosmetics
131947,Money Management: Money Leaks You Might Not Be Aware Of,Adult and Non-share,Adult,Money Management
131980,FIRE Financial Independence Retire Early,Adult and Non-share,Adult,"Business, Industry and Finance"
132118,Real Estate Investment: How to Maximize Your Profits with Apartment Flipping,Adult and Non-share,Adult,Real Estate Investment
132148,"Real Estate Investment: Buying an Old House - Common Problems, Hidden Costs & Benefits",Adult and Non-share,Adult,Real Estate Investment
132205,Real Estate Investment: Top 10 Most Beautiful Castles on Earth - Part 2,Adult and Non-share,Adult,Real Estate Investment
132238,business writing,Share,Adult,"Business, Industry and Finance"
132270,Real Estate Investment: Analysis: Factors That Determine Housing Prices,Adult and Non-share,Adult,Real Estate Investment
132803,New Year Resolution,Share,Adult,"Fun/Interesting stuff/**/Culture, History, and Religion/**/Everyday Language/**/History & Culture"
132917,New Year's Trivia 2,Share,Adult,"Travel and Transportation/**/Housing, Home, and Community/**/Beauty and Cosmetics/**/AI & Big Data/**/Cross-Cultural Communication/**/People and Relationships/**/Geography and Weather/**/TOEIC/**/Management/**/Countries, Cities, and Towns/**/AI&Big Data/**/Politics, Government, and Law/**/Everyday Language/**/Money Management/**/Business, Industry and Finance/**/Shopping and Style/**/Soft Skills in the Workplace/**/Careers and Jobs/**/Nature/**/Family Education/**/History & Culture/**/Fashion/**/Green Living/**/Countries, Cities and Towns/**/Art & Entertainment/**/Plants and Animal/**/E-commerce/**/Culture, History, and Religion/**/Training, Education and School/**/Self-Improvement/**/New Marketing/**/Arts and Entertainment/**/Sports and Recreation/**/Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Aerospace and Aviation/**/Real Estate Investment/**/Literature/**/Science, Technology, and Computers/**/Housing, Home and Community/**/Food and Cooking/**/Fun/Interesting stuff"
132935,New Year Quiz 2	,Share,Adult,"Travel and Transportation/**/Housing, Home, and Community/**/Beauty and Cosmetics/**/AI & Big Data/**/Cross-Cultural Communication/**/People and Relationships/**/Geography and Weather/**/TOEIC/**/Management/**/Countries, Cities, and Towns/**/AI&Big Data/**/Politics, Government, and Law/**/Everyday Language/**/Money Management/**/Business, Industry and Finance/**/Shopping and Style/**/Soft Skills in the Workplace/**/Careers and Jobs/**/Nature/**/Family Education/**/History & Culture/**/Fashion/**/Green Living/**/Countries, Cities and Towns/**/Art & Entertainment/**/Plants and Animal/**/E-commerce/**/Culture, History, and Religion/**/Training, Education and School/**/Self-Improvement/**/New Marketing/**/Arts and Entertainment/**/Sports and Recreation/**/Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Aerospace and Aviation/**/Real Estate Investment/**/Literature/**/Science, Technology, and Computers/**/Housing, Home and Community/**/Food and Cooking/**/Fun/Interesting stuff"
132936,New Year's Day,Share,Adult,"Travel and Transportation/**/Housing, Home, and Community/**/Beauty and Cosmetics/**/AI & Big Data/**/Cross-Cultural Communication/**/People and Relationships/**/Geography and Weather/**/TOEIC/**/Management/**/Countries, Cities, and Towns/**/AI&Big Data/**/Politics, Government, and Law/**/Everyday Language/**/Money Management/**/Business, Industry and Finance/**/Shopping and Style/**/Soft Skills in the Workplace/**/Careers and Jobs/**/Nature/**/Family Education/**/History & Culture/**/Fashion/**/Green Living/**/Countries, Cities and Towns/**/Art & Entertainment/**/Plants and Animal/**/E-commerce/**/Culture, History, and Religion/**/Training, Education and School/**/Self-Improvement/**/New Marketing/**/Arts and Entertainment/**/Sports and Recreation/**/Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Aerospace and Aviation/**/Real Estate Investment/**/Literature/**/Science, Technology, and Computers/**/Housing, Home and Community/**/Food and Cooking/**/Fun/Interesting stuff"
132953,Understanding Blockchain Technology ,Adult and Non-share,Adult,"Science, Technology, and Computers"
133008,Say No to Virus Carrying Animals,Share,Adult,"Travel and Transportation/**/Housing, Home, and Community/**/Beauty and Cosmetics/**/AI & Big Data/**/Cross-Cultural Communication/**/People and Relationships/**/Geography and Weather/**/TOEIC/**/Management/**/Countries, Cities, and Towns/**/AI&Big Data/**/Politics, Government, and Law/**/Everyday Language/**/Money Management/**/Business, Industry and Finance/**/Shopping and Style/**/Soft Skills in the Workplace/**/Careers and Jobs/**/Nature/**/Family Education/**/History & Culture/**/Fashion/**/Green Living/**/Countries, Cities and Towns/**/Art & Entertainment/**/Plants and Animal/**/E-commerce/**/Culture, History, and Religion/**/Training, Education and School/**/Self-Improvement/**/New Marketing/**/Arts and Entertainment/**/Sports and Recreation/**/Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Aerospace and Aviation/**/Real Estate Investment/**/Literature/**/Science, Technology, and Computers/**/Housing, Home and Community/**/Food and Cooking/**/Fun/Interesting stuff"
